volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nyp.33433076053762,1913,1913,1876,1913,f,us,43876,0.603430293077,1,1,172,"Rinehart, Mary Roberts,",The case of Jennie Brice,teamblack | det100
nyp.33433074970710,1920,1920,1890,1920,f,uk,71600,0.679273393966,1,1,174,"Christie, Agatha,",The mysterious affair at ,teamblack | det100 | cozy
PoePurloinedLetter1845,1845,1845,1809,1845,m,us,7065,0.805415347819,1,1,173,"Poe, Edgar Allan,",The Purloined Letter (short story),det100 | teamred
uva.x001752097,1910,1910,1868,1910,m,fr,88798,0.713493206074,1,1,175,"Leroux, Gaston,",The mystery of the yellow,det100 | teamred
uc1.b249543,1898,1898,1831,1898,f,uk,83269,0.261710871742,0,1,175,"Barr, Amelia Edith Huddle",The lost silver of Briffa,teamblack | random
11101,1940,1940,1888,1940,m,us,80894,0.559942681592,1,1,174,"Chandler, Raymond,",Farewell My Lovely,teamblack | det100 | stew | hardboiled
uva.x030832557,1880,1897,1836,1880,m,us,75294,0.541616510012,1,1,175,"Aldrich, Thomas Bailey,",The stillwater tragedy,det100 | teamred
11592,1939,1939,1916,1939,m,us,58819,0.357282923484,0,1,175,"Allan, Ted,",This time a better earth,chirandom | teamred
11169,1926,1926,1872,1926,m,uk,83720,0.595358545036,0,1,175,"Gask, Arthur,",Cloud: the smiter,chimyst | teamblack | chirandom
11316,1931,1931,1882,1931,m,uk,152486,0.421275229812,0,1,175,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
uc2.ark+=13960=t40r9p16h,1909,1909,1862,1909,m,uk,98385,0.356143908776,0,1,175,"Newbolt, Henry John,",The new June,teamblack | random
11030,1927,1927,1882,1927,f,uk,69961,0.256195969728,0,1,175,"Woolf, Virginia,",To the lighthouse,teamblack | chirandom
10889,1939,1948,1888,1939,m,us,66906,0.573027612131,1,1,174,"Chandler, Raymond,",The big sleep,chimyst | teamblack | det100 | hardboiled
11156,1925,1925,1862,1925,m,uk,75933,0.520105324179,1,1,174,"Phillpotts, Eden,",A voice from the dark,teamblack | det100 | stew | chirandom
nyp.33433074857248,1905,1909,1879,1905,m,uk,83742,0.438715248867,0,1,175,"Gibbon, Perceval,",Salvator,teamblack | random
nyp.33433076073786,1911,1911,1862,1911,f,us,80380,0.66938993801,1,1,173,"Wells, Carolyn,",The gold bag,det100 | stew | teamred
mdp.39015063960556,1920,1921,1872,1920,m,us,87296,0.630085614278,1,1,175,"Stevenson, Burton Egbert,",The gloved hand;,teamblack | det100
mdp.39015063949229,1894,1894,1862,1894,m,uk,126135,0.442226586581,0,1,175,"Scott, Hugh Stowell,",With edged tools;,teamblack | random
